정류소 Y좌표,정류소 X좌표,정류소ID,정류소명,정류소번호,정류소순번,노선ID,가장 가까운 복지시설,최단거리_km
36.78333,127.0049,CAB288000744,온양온천역 유엘시티,744,1,CAB285000267,하모니주간보호센터,10.33867024770523
36.78589,127.00661,CAB288000737,아고오거리,737,2,CAB285000267,하모니주간보호센터,10.14549256092457
36.78514,127.01044,CAB288000738,한올고등학교,738,3,CAB285000267,하모니주간보호센터,9.819921823971807
36.78428,127.01506,CAB288000715,온양터미널,808,4,CAB285000267,하모니주간보호센터,9.428797012576581
36.78777,127.0156,CAB288000697,아산소방서,697,5,CAB285000267,하모니주간보호센터,9.324320110725898
36.79001,127.01257,CAB288000698,권곡초등학교앞,698,6,CAB285000267,다함중증장애인자립지원센터,9.534164752896809
36.79155,127.00779,CAB288000700,온양민속박물관,700,7,CAB285000267,가온누리,9.871612596054478
36.7935,127.00855,CAB288000701,권곡주공아파트,701,8,CAB285000267,가온누리,9.731277265473553
36.8372,127.07605,CAB288001052,덕지리,1052,9,CAB285000267,가온누리,3.4553347985694813
36.8293,127.09502,CAB288001091,태헌장미아파트,1091,10,CAB285000267,가온누리,1.5547091164375586
36.82673,127.09934,CAB288001092,산동5리(삼일아파트),1092,11,CAB285000267,가온누리,1.0947092080719465
36.82373461,127.10584407,CAB285002134,원랜드패션몰,2134,12,CAB285000267,가온누리,0.4668862700121159
36.82297966,127.10901458,CAB285000287,백석농공단지입구,287,13,CAB285000267,가온누리,0.2067565080157037
36.82260404,127.11331916,CAB285000996,종합운동장,996,14,CAB285000267,가온누리,0.24005283068620115
36.82320628,127.12119741,CAB285000997,백석그린빌아파트,997,15,CAB285000267,다함중증장애인자립지원센터,0.8378071087915778
36.82240578,127.12571072,CAB285000987,백석현대아파트,987,16,CAB285000267,두런두런주간보호센터,0.6734374910440067
36.81895517,127.13224161,CAB285000882,백석사거리,882,17,CAB285000267,두런두런주간보호센터,0.8693224029697337
36.81848565,127.13968089,CAB285000879,가구웨딩특화거리,879,18,CAB285000267,두리사랑주간보호센터,0.9282378837678897
36.81804075,127.14260215,CAB285000908,성정1동행정복지센터,908,19,CAB285000267,천안시 꽃밭,0.973608980673172
36.81538944,127.14194237,CAB285000905,성정초등학교,905,20,CAB285000267,천안시 꽃밭,1.2575197016979027
36.8126215,127.1412442,CAB285000903,성정사거리,903,21,CAB285000267,시각장애인등 생활지원센터,1.3255401047470425
36.80882577,127.14030883,CAB285000901,공작아파트 입구,901,22,CAB285000267,시각장애인등 생활지원센터,1.0585354920474452
36.80626519,127.13971181,CAB285000897,봉명동행정복지센터,897,23,CAB285000267,시각장애인등 생활지원센터,0.951778359825056
36.8033077,127.13899118,CAB285000899,순천향병원,899,24,CAB285000267,시각장애인등 생활지원센터,0.928382669974114
36.80251918,127.14137501,CAB285000657,농협 봉명동지점,657,25,CAB285000267,천안시장애인희망일터,1.000190013969392
36.80103683,127.14263516,CAB285001765,일봉동행정복지센터,1765,26,CAB285000267,천안시장애인희망일터,0.9058199512158018
36.79946803,127.14269268,CAB285002264,선영새마을금고,2264,27,CAB285000267,천안시장애인희망일터,0.9510217688470066
36.7982139,127.1517372,CAB285000702,남부오거리,702,28,CAB285000267,천안시장애인희망일터,0.49924560841568166
36.7992067,127.1521362,CAB285000676,남산축협,676,29,CAB285000267,천안시장애인희망일터,0.38509374908959726
36.8004711,127.1492519,CAB285000662,천안중앙시장,662,30,CAB285000267,천안시장애인희망일터,0.38461723523463653
36.8032386,127.1462215,CAB285000660,온양나드리,660,31,CAB285000267,천안시장애인희망일터,0.5723424856675254
36.8081632,127.1477157,CAB285000656,천안역 동부광장,656,32,CAB285000267,천안시장애인희망일터,0.7520640079175521
36.8116185,127.148923,CAB285000654,삼도상가,654,33,CAB285000267,편의시설지원센터,0.6590071855371157
36.815312,127.1502101,CAB285000651,복자여자중고등학교,651,34,CAB285000267,편의시설지원센터,0.7664790105063284
36.8175776,127.1514936,CAB285000650,방죽안오거리,650,35,CAB285000267,천안시 꽃밭,0.904198371376538
36.8187607,127.1556582,CAB285000685,종합터미널,685,36,CAB285000267,편의시설지원센터,0.9397525654260679
36.81895798,127.15454074,CAB285000687,고속터미널,687,1,CAB285000268,천안시 꽃밭,0.8882844207943567
36.817435,127.15115249,CAB285000649,방죽안오거리,649,2,CAB285000268,편의시설지원센터,0.9076134780137455
36.815121,127.1499161,CAB285000652,복자여자중고등학교,652,3,CAB285000268,편의시설지원센터,0.7698686483948834
36.8120581,127.1488145,CAB285000653,삼도상가,653,4,CAB285000268,편의시설지원센터,0.6806802193392104
36.8083388,127.147642,CAB285000655,천안역 동부광장,655,5,CAB285000268,천안시장애인희망일터,0.7718049886965724
36.803072,127.146009,CAB285000659,온양나드리,659,6,CAB285000268,천안시장애인희망일터,0.5893765293208076
36.8005047,127.1487406,CAB285000661,남산중앙시장,661,7,CAB285000268,천안시장애인희망일터,0.4188195251319921
36.79921013,127.15157119,CAB285000675,남산축협,675,8,CAB285000268,천안시장애인희망일터,0.39339414123014355
36.7985139,127.1516921,CAB285000701,남부오거리,701,9,CAB285000268,천안시장애인희망일터,0.46700434214318043
36.79934011,127.14290464,CAB285000831,선영새마을금고,831,10,CAB285000268,천안시장애인희망일터,0.9390130002758994
36.80266795,127.14114574,CAB285000658,농협 봉명동지점,658,11,CAB285000268,천안시장애인희망일터,1.020499357991573
36.80334963,127.13921574,CAB285000898,순천향병원,898,12,CAB285000268,시각장애인등 생활지원센터,0.9461350286887389
36.80729344,127.14015131,CAB285010007,천고사거리,900,13,CAB285000268,시각장애인등 생활지원센터,1.0033856686951306
36.8095127,127.14072687,CAB285000902,공작아파트 입구,902,14,CAB285000268,시각장애인등 생활지원센터,1.1197647759329938
36.8129921,127.1415788,CAB285000904,성정사거리,904,15,CAB285000268,편의시설지원센터,1.3304016830144305
36.81542798,127.14214074,CAB285000906,성정초등학교,906,16,CAB285000268,천안시 꽃밭,1.2455060391334545
36.81729464,127.14259575,CAB285000907,성정1동행정복지센터,907,17,CAB285000268,천안시 꽃밭,1.0443288508746165
36.818606,127.138188,CAB285000880,가구웨딩특화거리,880,18,CAB285000268,두리사랑주간보호센터,0.9153197616251303
36.81903497,127.13283576,CAB285000881,백석사거리,881,19,CAB285000268,두런두런주간보호센터,0.8687327724625997
36.82264132,127.12580241,CAB285000988,백석현대아파트,988,20,CAB285000268,두런두런주간보호센터,0.6491961520696525
36.82342963,127.12104074,CAB285000998,백석그린빌아파트,998,21,CAB285000268,다함중증장애인자립지원센터,0.8401263468122284
36.82288298,127.11360074,CAB285000999,종합운동장,999,22,CAB285000268,가온누리,0.24657675159843062
36.82308465,127.11083908,CAB285001001,백석농공단지입구,1001,23,CAB285000268,가온누리,0.08443118508425049
36.82382299,127.10629074,CAB285002133,원랜드패션몰,2133,24,CAB285000268,가온누리,0.42703811264589375
36.82685,127.09954,CAB288001083,삼일아파트,1083,25,CAB285000268,가온누리,1.0818015911582246
36.82878,127.09628,CAB288001094,태헌장미아파트,1094,26,CAB285000268,가온누리,1.4289033481444824
36.8374,127.07618,CAB288001614,덕지리,1614,27,CAB285000268,가온누리,3.4545572863787664
36.7918,127.00777,CAB288000706,온양민속박물관,706,28,CAB285000268,가온누리,9.863189326630787
36.79013,127.0103,CAB288000707,성환아파트,707,29,CAB285000268,다함중증장애인자립지원센터,9.720084323971566
36.78988,127.01244,CAB288000708,권곡초등학교,708,30,CAB285000268,다함중증장애인자립지원센터,9.549968853395661
36.78699,127.0156,CAB288000709,아산소방서,709,31,CAB285000268,하모니주간보호센터,9.335703608366073
36.7844,127.01507,CAB288000761,고속버스터미널,761,32,CAB285000268,하모니주간보호센터,9.425707008157127
36.8372,127.07605,CAB288001052,덕지리,1052,1,CAB285000269,가온누리,3.4553347985694813
36.8293,127.09502,CAB288001091,태헌장미아파트,1091,2,CAB285000269,가온누리,1.5547091164375586
36.82673,127.09934,CAB288001092,산동5리(삼일아파트),1092,3,CAB285000269,가온누리,1.0947092080719465
36.82373461,127.10584407,CAB285002134,원랜드패션몰,2134,4,CAB285000269,가온누리,0.4668862700121159
36.82297966,127.10901458,CAB285000287,백석농공단지입구,287,5,CAB285000269,가온누리,0.2067565080157037
36.82260404,127.11331916,CAB285000996,종합운동장,996,6,CAB285000269,가온누리,0.24005283068620115
36.82320628,127.12119741,CAB285000997,백석그린빌아파트,997,7,CAB285000269,다함중증장애인자립지원센터,0.8378071087915778
36.82240578,127.12571072,CAB285000987,백석현대아파트,987,8,CAB285000269,두런두런주간보호센터,0.6734374910440067
36.81895517,127.13224161,CAB285000882,백석사거리,882,9,CAB285000269,두런두런주간보호센터,0.8693224029697337
36.81848565,127.13968089,CAB285000879,가구웨딩특화거리,879,10,CAB285000269,두리사랑주간보호센터,0.9282378837678897
36.81804075,127.14260215,CAB285000908,성정1동행정복지센터,908,11,CAB285000269,천안시 꽃밭,0.973608980673172
36.81538944,127.14194237,CAB285000905,성정초등학교,905,12,CAB285000269,천안시 꽃밭,1.2575197016979027
36.8126215,127.1412442,CAB285000903,성정사거리,903,13,CAB285000269,시각장애인등 생활지원센터,1.3255401047470425
36.80882577,127.14030883,CAB285000901,공작아파트 입구,901,14,CAB285000269,시각장애인등 생활지원센터,1.0585354920474452
36.80626519,127.13971181,CAB285000897,봉명동행정복지센터,897,15,CAB285000269,시각장애인등 생활지원센터,0.951778359825056
36.8033077,127.13899118,CAB285000899,순천향병원,899,16,CAB285000269,시각장애인등 생활지원센터,0.928382669974114
36.80251918,127.14137501,CAB285000657,농협 봉명동지점,657,17,CAB285000269,천안시장애인희망일터,1.000190013969392
36.80103683,127.14263516,CAB285001765,일봉동행정복지센터,1765,18,CAB285000269,천안시장애인희망일터,0.9058199512158018
36.79946803,127.14269268,CAB285002264,선영새마을금고,2264,19,CAB285000269,천안시장애인희망일터,0.9510217688470066
36.7982139,127.1517372,CAB285000702,남부오거리,702,20,CAB285000269,천안시장애인희망일터,0.49924560841568166
36.7992067,127.1521362,CAB285000676,남산축협,676,21,CAB285000269,천안시장애인희망일터,0.38509374908959726
36.8004711,127.1492519,CAB285000662,천안중앙시장,662,22,CAB285000269,천안시장애인희망일터,0.38461723523463653
36.8032386,127.1462215,CAB285000660,온양나드리,660,23,CAB285000269,천안시장애인희망일터,0.5723424856675254
36.8081632,127.1477157,CAB285000656,천안역 동부광장,656,24,CAB285000269,천안시장애인희망일터,0.7520640079175521
36.8116185,127.148923,CAB285000654,삼도상가,654,25,CAB285000269,편의시설지원센터,0.6590071855371157
36.815312,127.1502101,CAB285000651,복자여자중고등학교,651,26,CAB285000269,편의시설지원센터,0.7664790105063284
36.8175776,127.1514936,CAB285000650,방죽안오거리,650,27,CAB285000269,천안시 꽃밭,0.904198371376538
36.8187607,127.1556582,CAB285000685,종합터미널,685,28,CAB285000269,편의시설지원센터,0.9397525654260679
36.81895798,127.15454074,CAB285000687,고속터미널,687,1,CAB285000270,천안시 꽃밭,0.8882844207943567
36.817435,127.15115249,CAB285000649,방죽안오거리,649,2,CAB285000270,편의시설지원센터,0.9076134780137455
36.815121,127.1499161,CAB285000652,복자여자중고등학교,652,3,CAB285000270,편의시설지원센터,0.7698686483948834
36.8120581,127.1488145,CAB285000653,삼도상가,653,4,CAB285000270,편의시설지원센터,0.6806802193392104
36.8083388,127.147642,CAB285000655,천안역 동부광장,655,5,CAB285000270,천안시장애인희망일터,0.7718049886965724
36.803072,127.146009,CAB285000659,온양나드리,659,6,CAB285000270,천안시장애인희망일터,0.5893765293208076
36.8005047,127.1487406,CAB285000661,남산중앙시장,661,7,CAB285000270,천안시장애인희망일터,0.4188195251319921
36.79921013,127.15157119,CAB285000675,남산축협,675,8,CAB285000270,천안시장애인희망일터,0.39339414123014355
36.7985139,127.1516921,CAB285000701,남부오거리,701,9,CAB285000270,천안시장애인희망일터,0.46700434214318043
36.79934011,127.14290464,CAB285000831,선영새마을금고,831,10,CAB285000270,천안시장애인희망일터,0.9390130002758994
36.80266795,127.14114574,CAB285000658,농협 봉명동지점,658,11,CAB285000270,천안시장애인희망일터,1.020499357991573
36.80334963,127.13921574,CAB285000898,순천향병원,898,12,CAB285000270,시각장애인등 생활지원센터,0.9461350286887389
36.80729344,127.14015131,CAB285010007,천고사거리,900,13,CAB285000270,시각장애인등 생활지원센터,1.0033856686951306
36.8095127,127.14072687,CAB285000902,공작아파트 입구,902,14,CAB285000270,시각장애인등 생활지원센터,1.1197647759329938
36.8129921,127.1415788,CAB285000904,성정사거리,904,15,CAB285000270,편의시설지원센터,1.3304016830144305
36.81542798,127.14214074,CAB285000906,성정초등학교,906,16,CAB285000270,천안시 꽃밭,1.2455060391334545
36.81729464,127.14259575,CAB285000907,성정1동행정복지센터,907,17,CAB285000270,천안시 꽃밭,1.0443288508746165
36.818606,127.138188,CAB285000880,가구웨딩특화거리,880,18,CAB285000270,두리사랑주간보호센터,0.9153197616251303
36.81903497,127.13283576,CAB285000881,백석사거리,881,19,CAB285000270,두런두런주간보호센터,0.8687327724625997
36.82264132,127.12580241,CAB285000988,백석현대아파트,988,20,CAB285000270,두런두런주간보호센터,0.6491961520696525
36.82342963,127.12104074,CAB285000998,백석그린빌아파트,998,21,CAB285000270,다함중증장애인자립지원센터,0.8401263468122284
36.82288298,127.11360074,CAB285000999,종합운동장,999,22,CAB285000270,가온누리,0.24657675159843062
36.82308465,127.11083908,CAB285001001,백석농공단지입구,1001,23,CAB285000270,가온누리,0.08443118508425049
36.82382299,127.10629074,CAB285002133,원랜드패션몰,2133,24,CAB285000270,가온누리,0.42703811264589375
36.82685,127.09954,CAB288001083,삼일아파트,1083,25,CAB285000270,가온누리,1.0818015911582246
36.82878,127.09628,CAB288001094,태헌장미아파트,1094,26,CAB285000270,가온누리,1.4289033481444824
36.83446,127.08312,CAB288002174,초원아파트입구,2174,27,CAB285000270,가온누리,2.7562665381956566
36.8374,127.07618,CAB288001614,덕지리,1614,28,CAB285000270,가온누리,3.4545572863787664
36.8187607,127.1556582,CAB285000685,종합터미널,685,1,CAB285000272,편의시설지원센터,0.9397525654260679
36.817435,127.15115249,CAB285000649,방죽안오거리,649,2,CAB285000272,편의시설지원센터,0.9076134780137455
36.815121,127.1499161,CAB285000652,복자여자중고등학교,652,3,CAB285000272,편의시설지원센터,0.7698686483948834
36.8120581,127.1488145,CAB285000653,삼도상가,653,4,CAB285000272,편의시설지원센터,0.6806802193392104
36.8083388,127.147642,CAB285000655,천안역 동부광장,655,5,CAB285000272,천안시장애인희망일터,0.7718049886965724
36.803072,127.146009,CAB285000659,온양나드리,659,6,CAB285000272,천안시장애인희망일터,0.5893765293208076
36.8005047,127.1487406,CAB285000661,남산중앙시장,661,7,CAB285000272,천안시장애인희망일터,0.4188195251319921
36.79921013,127.15157119,CAB285000675,남산축협,675,8,CAB285000272,천안시장애인희망일터,0.39339414123014355
36.7985139,127.1516921,CAB285000701,남부오거리,701,9,CAB285000272,천안시장애인희망일터,0.46700434214318043
36.79934011,127.14290464,CAB285000831,선영새마을금고,831,10,CAB285000272,천안시장애인희망일터,0.9390130002758994
36.80266795,127.14114574,CAB285000658,농협 봉명동지점,658,11,CAB285000272,천안시장애인희망일터,1.020499357991573
36.80334963,127.13921574,CAB285000898,순천향병원,898,12,CAB285000272,시각장애인등 생활지원센터,0.9461350286887389
36.80729344,127.14015131,CAB285010007,천고사거리,900,13,CAB285000272,시각장애인등 생활지원센터,1.0033856686951306
36.8095127,127.14072687,CAB285000902,공작아파트 입구,902,14,CAB285000272,시각장애인등 생활지원센터,1.1197647759329938
36.8129921,127.1415788,CAB285000904,성정사거리,904,15,CAB285000272,편의시설지원센터,1.3304016830144305
36.81542798,127.14214074,CAB285000906,성정초등학교,906,16,CAB285000272,천안시 꽃밭,1.2455060391334545
36.81729464,127.14259575,CAB285000907,성정1동행정복지센터,907,17,CAB285000272,천안시 꽃밭,1.0443288508746165
36.818606,127.138188,CAB285000880,가구웨딩특화거리,880,18,CAB285000272,두리사랑주간보호센터,0.9153197616251303
36.81903497,127.13283576,CAB285000881,백석사거리,881,19,CAB285000272,두런두런주간보호센터,0.8687327724625997
36.82264132,127.12580241,CAB285000988,백석현대아파트,988,20,CAB285000272,두런두런주간보호센터,0.6491961520696525
36.82342963,127.12104074,CAB285000998,백석그린빌아파트,998,21,CAB285000272,다함중증장애인자립지원센터,0.8401263468122284
36.82288298,127.11360074,CAB285000999,종합운동장,999,22,CAB285000272,가온누리,0.24657675159843062
36.82308465,127.11083908,CAB285001001,백석농공단지입구,1001,23,CAB285000272,가온누리,0.08443118508425049
36.82382299,127.10629074,CAB285002133,원랜드패션몰,2133,24,CAB285000272,가온누리,0.42703811264589375
36.82685,127.09954,CAB288001083,삼일아파트,1083,25,CAB285000272,가온누리,1.0818015911582246
36.82878,127.09628,CAB288001094,태헌장미아파트,1094,26,CAB285000272,가온누리,1.4289033481444824
36.83446,127.08312,CAB288002174,초원아파트입구,2174,27,CAB285000272,가온누리,2.7562665381956566
36.8374,127.07618,CAB288001614,덕지리,1614,28,CAB285000272,가온누리,3.4545572863787664
36.84036,127.07579,CAB288001055,포스코아파트후문,1055,29,CAB285000272,가온누리,3.6404694242428715
36.8444289,127.078382,CAB285001086,월랑2리(장수),1086,30,CAB285000272,가온누리,3.7048011316464606
36.84993,127.07894,CAB288000115,월랑2리,115,31,CAB285000272,가온누리,4.0763209080997225
36.85194,127.07756,CAB288001997,월랑1리,1997,32,CAB285000272,가온누리,4.322251010625149
36.85392,127.07667,CAB288001102,월랑1리 마을회관,114,33,CAB285000272,가온누리,4.537177450944305
36.83357217,127.15154697,CAB285002086,두정역푸르지오 동문,2086,1,CAB285000279,천안시 꽃밭,0.9493801170415814
36.83230796,127.15088908,CAB285001483,두정역푸르지오 남문,1483,2,CAB285000279,천안시 꽃밭,0.7982664268972764
36.833064,127.147323,CAB285001034,두정역,1034,3,CAB285000279,천안시 꽃밭,0.8629729378805254
36.83345631,127.14432907,CAB285001028,두정대우1차아파트,1028,4,CAB285000279,두리사랑주간보호센터,0.8793186977570323
36.8336754,127.1407063,CAB285001027,두정대림아파트,1027,5,CAB285000279,두리사랑주간보호센터,0.7784873344621953
36.833889,127.1355,CAB285001025,두정도서관,1025,6,CAB285000279,천안시장애인종합복지관,0.657125239411468
36.8332067,127.1333439,CAB285000928,천안고용노동지청,928,7,CAB285000279,천안시장애인종합복지관,0.639277444781238
36.8302613,127.1341373,CAB285001486,천안성정동우체국,1486,8,CAB285000279,두런두런주간보호센터,0.4818547395597321
36.8299568,127.1377217,CAB285000937,성정중학교,937,9,CAB285000279,두리사랑주간보호센터,0.3666475029126362
36.82442769,127.13693711,CAB285000942,성정현대아파트,942,10,CAB285000279,두리사랑주간보호센터,0.3210583338271807
36.8213033,127.1361433,CAB285000943,성정선경아파트,943,11,CAB285000279,두리사랑주간보호센터,0.6623303530047037
36.81704051,127.13513663,CAB285000945,구상골사거리,945,12,CAB285000279,두런두런주간보호센터,1.1359307543828088
36.8142555,127.1343088,CAB285000947,성정동 전자랜드,947,13,CAB285000279,시각장애인등 생활지원센터,1.0512509889431059
36.811046,127.1333588,CAB285000949,봉명 청솔아파트,949,14,CAB285000279,시각장애인등 생활지원센터,0.6991744628385324
36.80775156,127.13263627,CAB285000951,계광중학교,951,15,CAB285000279,시각장애인등 생활지원센터,0.3872450849269491
36.80469794,127.13214075,CAB285000889,천안여상입구,889,16,CAB285000279,시각장애인등 생활지원센터,0.30205671607266676
36.80204793,127.13170574,CAB285000896,쌍용패션거리,886,17,CAB285000279,시각장애인등 생활지원센터,0.4796913913345228
36.796526,127.12894,CAB285000828,쌍용동 이마트,828,18,CAB285000279,수어통역센터,0.3136963664848246
36.79230628,127.12888407,CAB285000847,성지새말아파트,847,19,CAB285000279,수어통역센터,0.4806241988766193
36.7897316,127.1286902,CAB285000845,현대 향촌아파트,845,20,CAB285000279,수어통역센터,0.7211815902330427
36.7879761,127.1285709,CAB285000850,신방초원아파트후문,850,21,CAB285000279,수어통역센터,0.9012025365413906
36.7847888,127.128361,CAB285002206,신방체육관,2206,22,CAB285000279,수어통역센터,1.2402019523608103
36.77855494,127.12921433,CAB285002204,신흥방산마을,2204,23,CAB285000279,수어통역센터,1.9356046624004446
36.7780083,127.1319653,CAB285071610,하나리움,71610,24,CAB285000279,수어통역센터,2.0497428876478003
36.77641833,127.1347242,CAB285002123,한성필하우스,2123,25,CAB285000279,수어통역센터,2.295498774381577
36.77489893,127.13378953,CAB285002107,새마을금고,2107,26,CAB285000279,수어통역센터,2.427768255048768
36.77286052,127.13135833,CAB285002246,신방도서관 푸르지오아파트,2246,27,CAB285000279,수어통역센터,2.593159004678834
36.77075938,127.13228532,CAB285002108,신방한라비발디아파트,2108,28,CAB285000279,수어통역센터,2.838758678812519
36.7700406,127.1344315,CAB285001975,신방한라비발디후문,1975,29,CAB285000279,천안시누리별장애인종합복지관,2.889730854190337
36.77263961,127.13804407,CAB285000770,현대까치아파트,770,30,CAB285000279,천안시누리별장애인종합복지관,2.4823144876051515
36.7757179,127.1394182,CAB285002201,새샘중학교,2201,31,CAB285000279,천안시누리별장애인종합복지관,2.263809368072631
36.7787137,127.1406806,CAB285000768,청당마을신도브래뉴아파트,768,32,CAB285000279,천안시누리별장애인종합복지관,2.0969427649040537
36.78065351,127.14204779,CAB285002228,청당마을신도브래뉴아파트후문,2228,33,CAB285000279,천안시누리별장애인종합복지관,1.9654568726529729
36.7829315,127.1432912,CAB285001769,남부고가교,1769,34,CAB285000279,천안시종합사회복지관 부설 주간보호센터,1.8656836728849946
36.78076965,127.1418377,CAB285002197,용곡세광아파트,2197,35,CAB285000279,천안시누리별장애인종합복지관,1.9842970768223565
36.7789829,127.1405415,CAB285002199,용곡세광엔리치타워,2199,36,CAB285000279,천안시누리별장애인종합복지관,2.1066151826968933
36.775884,127.1391877,CAB285002202,새샘중학교,2202,37,CAB285000279,천안시누리별장애인종합복지관,2.279503066020142
36.777626,127.143943,CAB285002126,청당2통(새텃마을),2126,38,CAB285000279,천안시누리별장애인종합복지관,1.825439804528723
36.780153,127.145028,CAB285002128,청당코오롱하늘채아파트,2128,39,CAB285000279,천안시누리별장애인종합복지관,1.7005134033905895
36.78416479,127.14623482,CAB285002299,우미린아파트,2299,40,CAB285000279,천안시종합사회복지관 부설 주간보호센터,1.627074359588919
36.78443667,127.14897178,CAB285002046,"우미린,한양수자인아파트",2046,41,CAB285000279,천안시종합사회복지관 부설 주간보호센터,1.3966133018631506
36.7845432,127.1536393,CAB285071565,대전지방검찰청천안지청,71565,42,CAB285000279,천안시종합사회복지관 부설 주간보호센터,1.0047737947682287
36.78572841,127.15708834,CAB285001972,청룡동행정복지센터,1972,43,CAB285000279,천안시종합사회복지관 부설 주간보호센터,0.8029177465600369
36.78780462,127.15669908,CAB285010005,동남경찰서,2332,44,CAB285000279,휴브릿지주간보호센터,0.6872010656268925
36.78931001,127.15559583,CAB285010003,청수극동2차아파트,2333,45,CAB285000279,휴브릿지주간보호센터,0.6778559576615582
36.7913365,127.1560667,CAB285000754,청수LG SK아파트,754,46,CAB285000279,휴브릿지주간보호센터,0.5757626848952013
36.7958596,127.1583892,CAB285000756,공립지역아동센터,756,47,CAB285000279,휴브릿지주간보호센터,0.573745139120684
36.79811958,127.15482904,CAB285000757,청수현대아파트,757,48,CAB285000279,천안시장애인희망일터,0.5411250356755514
36.79967502,127.15353677,CAB285000673,농협원성점,673,49,CAB285000279,천안시장애인희망일터,0.34091508384356684
36.80328294,127.15286073,CAB285000671,청과시장,671,50,CAB285000279,천안시장애인희망일터,0.07397424593089078
36.8054539,127.1524533,CAB285000670,버들육거리,670,51,CAB285000279,천안시장애인희망일터,0.31215972699818095
36.8083113,127.1505244,CAB285001591,동남구보건소,1591,52,CAB285000279,편의시설지원센터,0.5479087561797016
36.80911797,127.14884241,CAB285000678,천안역,678,53,CAB285000279,편의시설지원센터,0.6636970291097875
36.8116185,127.148923,CAB285000654,삼도상가,654,54,CAB285000279,편의시설지원센터,0.6590071855371157
36.815312,127.1502101,CAB285000651,복자여자중고등학교,651,55,CAB285000279,편의시설지원센터,0.7664790105063284
36.8175776,127.1514936,CAB285000650,방죽안오거리,650,56,CAB285000279,천안시 꽃밭,0.904198371376538
36.818752,127.156668,CAB285010014,종합터미널,2356,57,CAB285000279,편의시설지원센터,0.9389387692848423
36.819457,127.159662,CAB285000706,나은필병원(대림한숲아파트),706,58,CAB285000279,편의시설지원센터,1.0633088834375743
36.82490299,127.15725574,CAB285000708,포레나신부 대림한내,708,59,CAB285000279,천안시 꽃밭,0.7732839748232684
36.82615796,127.15308741,CAB285000982,역말오거리 천안희망초,982,60,CAB285000279,천안시 꽃밭,0.41001099906526817
36.828882,127.152548,CAB285010023,힐스테이트두정역,23,61,CAB285000279,천안시 꽃밭,0.5261352950303375
36.832555,127.151996,CAB285000978,e편한세상3차 두정역입구,978,62,CAB285000279,천안시 꽃밭,0.8546582667654992
36.8190148,127.1565574,CAB285000686,종합터미널,686,1,CAB285000282,편의시설지원센터,0.9677026287117692
36.8192104,127.1430792,CAB285000909,봉정사거리,909,2,CAB285000282,천안시 꽃밭,0.8422654751077573
36.82170799,127.14368907,CAB285000912,성정대우목화,912,3,CAB285000282,천안시 꽃밭,0.5965373575985962
36.823291,127.144116,CAB285000913,서부19길입구,913,4,CAB285000282,천안시 꽃밭,0.4602353200835637
36.82553464,127.14334074,CAB285000915,신라스테이(인쇄창),915,5,CAB285000282,두리사랑주간보호센터,0.4143942961908903
36.8256817,127.1402805,CAB285000916,성정동롯데마트,916,6,CAB285000282,두리사랑주간보호센터,0.17175713129484751
36.82648794,127.13440741,CAB285000939,두정 하이마트,939,7,CAB285000282,두런두런주간보호센터,0.3016575026974046
36.82833528,127.13326875,CAB285000925,늘푸른극동아파트,925,8,CAB285000282,두런두런주간보호센터,0.26880816891372483
36.83084794,127.13337908,CAB285000927,천안성정동우체국,927,9,CAB285000282,두런두런주간보호센터,0.5051159241020405
36.833738,127.134867,CAB285001024,두정도서관,1024,10,CAB285000282,천안시장애인종합복지관,0.6404037206797502
36.83547129,127.13835575,CAB285000934,두정중학교,934,11,CAB285000282,천안시장애인종합복지관,0.730584082055945
36.837555,127.138386,CAB285000932,두정경남아너스빌,932,12,CAB285000282,천안시장애인종합복지관,0.651756438241611
36.843866,127.134792,CAB285071847,UCC(성성호수공원),71847,13,CAB285000282,천안시장애인종합복지관,0.657844949666387
36.8440033,127.1243364,CAB285071697,성성자이아파트후문,71697,14,CAB285000282,천안시장애인종합복지관,0.8495688476668488
36.8453024,127.1195384,CAB285071646,성성교차로,71646,15,CAB285000282,천안시장애인종합복지관,1.27169031504962
36.8467594,127.114873,CAB285071477,삼성SDI후문,71477,16,CAB285000282,천안시장애인종합복지관,1.7075352916773443
36.8454958,127.1088675,CAB285071479,효성아파트이편한아파트,71479,17,CAB285000282,천안시장애인종합복지관,2.1265385414518523
36.8431558,127.1069906,CAB285071394,코스트코,2327,18,CAB285000282,가온누리,2.1810544839585977
36.844356,127.105417,CAB285071849,차암초등학교,71849,19,CAB285000282,가온누리,2.3389148928264647
36.84588,127.1038,CAB288010919,한라비발디 스마트밸리아파트,10919,20,CAB285000282,가온누리,2.5375670925294176
36.8500035,127.097355,CAB285010151,산동1리(종점),1730,21,CAB285000282,가온누리,3.1578799317463697
36.8497784,127.0974572,CAB285010152,산동1리(종점),1404,22,CAB285000282,가온누리,3.1312814507833324
36.84577,127.1037,CAB288010918,해링턴플레이스 스마트밸리아파트해링턴플레이스 스마트,10918,23,CAB285000282,가온누리,2.528044241852596
36.844029,127.105476,CAB285071848,천안삼성어린이집,71848,24,CAB285000282,가온누리,2.3022796049328016
36.84378,127.108131,CAB285071390,코스트코,2328,25,CAB285000282,천안시장애인종합복지관,2.129529653452759
